0,0,0,-2.9439e-17,-1.1102e-16,-2.9439e-17,1
-2.8159e-05,-7.0055e-05,2.9847e-05,0.00029851,-0.0001304,0.00014074,1
-0.00013418,-0.0001522,8.4603e-05,0.00050962,-0.00017586,0.00027969,1
-0.00021418,-0.00017876,0.0001932,0.00076001,-0.00017671,0.00046428,1
-0.00024306,-0.00022939,0.00029778,0.0010994,-8.7863e-05,0.00056904,1
-0.00032351,-0.00031143,0.00043401,0.0014401,-8.5202e-05,0.00067151,1
-0.000372,-0.00032148,0.00058071,0.0017852,-0.00016963,0.00072927,1
-0.00043656,-0.00036935,0.00075199,0.0020449,-0.00025211,0.00073922,1
-0.00046291,-0.00041176,0.00092955,0.0022663,-0.00037603,0.00065981,1
-0.00049114,-0.00044799,0.0010417,0.0024387,-0.00037356,0.00066795,1
-0.0005651,-0.00054183,0.0011627,0.0025685,-0.0004148,0.00067293,1
-0.00062947,-0.0005125,0.0013044,0.0025685,-0.0004148,0.00067293,1
-0.00073296,-0.0005173,0.0014226,0.0024783,-0.00041831,0.00075503,1
-0.00077535,-0.00044921,0.001565,0.002477,-0.00033212,0.00075731,1
-0.00083231,-0.00042882,0.0017815,0.0025649,-0.00015626,0.00067975,1
-0.00093094,-0.00042117,0.0020787,0.0028716,6.806e-05,0.00052733,1
-0.0009778,-0.00045571,0.0023253,0.0032698,0.0002097,0.00029053,0.99999
-0.00099703,-0.00042872,0.0025652,0.0035854,9.1557e-05,4.2839e-05,0.99999
-0.0010453,-0.00045229,0.002795,0.003728,-3.2224e-05,-0.0001693,0.99999
-0.0010371,-0.00041707,0.0029417,0.0037369,-2.4504e-05,-0.00038536,0.99999
-0.0010529,-0.00039385,0.0031255,0.0037014,2.2515e-05,-0.00055863,0.99999
-0.001087,-0.00035698,0.0032712,0.0035331,2.2321e-05,-0.00065297,0.99999
-0.0011359,-0.00034377,0.0034598,0.0034114,6.8108e-05,-0.00083031,0.99999
-0.0011986,-0.00034058,0.0036196,0.0033329,0.00016077,-0.0010482,0.99999
-0.0012489,-0.0003885,0.0037876,0.003161,0.00041913,-0.0011357,0.99999
-0.001279,-0.00036456,0.0040161,0.0029952,0.00059673,-0.0013553,0.99999
-0.0013258,-0.00032309,0.0042148,0.0029593,0.00090144,-0.0015643,0.99999
-0.0013108,-0.00026792,0.0043963,0.0030519,0.0010827,-0.0017717,0.99999
-0.0013691,-0.00023804,0.0045595,0.0032749,0.0011334,-0.0019328,0.99999
-0.0013651,-0.00022701,0.0047042,0.0036273,0.00088208,-0.0020094,0.99999
-0.0013619,-0.00023166,0.0047629,0.003894,0.00054017,-0.0020488,0.99999
-0.0013678,-0.00028745,0.0047984,0.0039844,0.0001935,-0.0020102,0.99999
-0.0013719,-0.00030067,0.0048538,0.0039851,-0.0001535,-0.001933,0.99999
-0.0013898,-0.00030684,0.004877,0.0039835,-0.00032813,-0.0018514,0.99999
-0.0013958,-0.00030433,0.0049354,0.003941,-0.00037184,-0.0018546,0.99999
-0.0013589,-0.00026549,0.0049412,0.0039369,-0.00037411,-0.0017684,0.99999
-0.001345,-0.00019839,0.0049125,0.0039353,-0.00054874,-0.0016867,0.99999
-0.0013001,-0.00013744,0.00486,0.0038912,-0.00076707,-0.0016082,0.99999
-0.0012171,-2.7156e-05,0.0047796,0.0039378,-0.0010713,-0.0015705,0.99999
-0.0011581,5.3929e-05,0.0046819,0.0040247,-0.001417,-0.0014893,0.99999
-0.0010126,0.00013598,0.0046002,0.0042046,-0.0017635,-0.0014891,0.99999
-0.00092503,0.00014667,0.0045024,0.0044226,-0.0022366,-0.0014052,0.99999
-0.00082799,8.3581e-05,0.0044464,0.0046406,-0.0027097,-0.0013213,0.99998
-0.0007134,2.9214e-05,0.0043427,0.0047751,-0.0031884,-0.0012403,0.99998
-0.00055768,1.1955e-05,0.0042251,0.0048621,-0.0035341,-0.0011591,0.99998
-0.0003933,2.3606e-05,0.0040549,0.0048232,-0.0038363,-0.0011691,0.99998
-0.00019449,9.0134e-05,0.0039005,0.0049183,-0.0041774,-0.0012603,0.99998
4.2824e-05,0.00016315,0.0036562,0.0051431,-0.0046527,-0.0012614,0.99998
0.00024528,0.00024554,0.0034628,0.005406,-0.0052543,-0.0011788,0.99997
0.00045094,0.00034011,0.0032276,0.0057188,-0.0058111,-0.0012218,0.99997
0.00063697,0.00034985,0.0030701,0.0060701,-0.0063265,-0.0011755,0.99996
0.00089082,0.00035505,0.0028967,0.0064254,-0.0068396,-0.0012153,0.99996
0.0011379,0.00038353,0.0027059,0.0067767,-0.0073549,-0.0011689,0.99995
0.0013921,0.00042332,0.0025238,0.0070878,-0.0080863,-0.0011302,0.99994
0.0016753,0.00051735,0.0023357,0.0074386,-0.0088623,-0.0010045,0.99993
0.0019264,0.00060634,0.0021007,0.0078324,-0.0096843,-0.00083416,0.99992
0.0021484,0.00065312,0.0018339,0.0081366,-0.010506,-0.0006254,0.99991
0.0023997,0.00068385,0.001588,0.0084436,-0.01124,-0.00050055,0.9999
0.0026888,0.00074426,0.0013822,0.0090156,-0.011883,-0.00048989,0.99989
0.0029601,0.00077576,0.0011691,0.0097138,-0.012565,-0.00043175,0.99987
0.0032628,0.00084169,0.00099503,0.010719,-0.013374,-0.00040523,0.99985
0.00356,0.00092196,0.00075077,0.011721,-0.014271,-0.00029481,0.99983
0.0039091,0.0009357,0.00047116,0.012677,-0.015303,-5.9953e-05,0.9998
0.0042383,0.00099262,0.00014659,0.013501,-0.01638,0.00021013,0.99977
0.004587,0.00099546,-0.00027378,0.014236,-0.017549,0.00060377,0.99974
0.0048577,0.001066,-0.00063318,0.015006,-0.018762,0.0011269,0.99971
0.005197,0.0011362,-0.001035,0.015866,-0.019979,0.0016555,0.99967
0.0055074,0.001227,-0.0014727,0.017059,-0.021279,0.0024128,0.99963
0.0057929,0.0013673,-0.0018852,0.01842,-0.022844,0.0033876,0.99956
0.00602,0.001491,-0.0023488,0.02013,-0.024841,0.0044548,0.99948
0.0063291,0.0015576,-0.0028468,0.022193,-0.027179,0.0054867,0.99937
0.0066712,0.0015095,-0.0033768,0.024259,-0.029771,0.0064677,0.99924
0.007061,0.0013765,-0.0038905,0.026297,-0.032584,0.0073142,0.9991
0.0075223,0.0012758,-0.00447,0.028247,-0.035568,0.008194,0.99893
0.0080263,0.001271,-0.0051465,0.030071,-0.038598,0.0090245,0.99876
0.0085634,0.0013633,-0.0058505,0.0318,-0.041463,0.010028,0.99858
0.0091677,0.0015496,-0.0066254,0.033522,-0.044238,0.011075,0.9984
0.0097736,0.0018186,-0.0073917,0.035458,-0.046886,0.012181,0.9982
0.010351,0.0020827,-0.0081674,0.037341,-0.049414,0.013504,0.99799
0.010245,0.0020313,-0.0089521,0.039519,-0.052155,0.015007,0.99774
0.010868,0.0022153,-0.0097865,0.042257,-0.055375,0.016742,0.99743
0.011327,0.0020815,-0.010554,0.045219,-0.058899,0.01848,0.99707
0.011852,0.0017728,-0.011298,0.047933,-0.062679,0.020027,0.99668
0.01242,0.0013149,-0.012078,0.050353,-0.066501,0.021386,0.99629
0.013136,0.00091686,-0.012883,0.052357,-0.07006,0.022343,0.99592
0.013847,0.0006435,-0.013739,0.053805,-0.073228,0.023025,0.9956
0.014636,0.00053772,-0.014741,0.054818,-0.075885,0.023656,0.99533
0.015443,0.00052504,-0.015758,0.055433,-0.077878,0.024066,0.99513
0.016248,0.00062838,-0.01674,0.055917,-0.079489,0.024481,0.99497
0.015902,0.00015995,-0.017763,0.056393,-0.080761,0.024992,0.99482
0.01668,0.00013494,-0.018821,0.056946,-0.082113,0.025632,0.99466
0.017314,-6.1006e-05,-0.019849,0.057817,-0.083662,0.027019,0.99445
0.018029,-0.00025298,-0.020854,0.058936,-0.085583,0.027847,0.9942
0.018649,-0.00051957,-0.021844,0.060352,-0.087896,0.028938,0.99388
0.018867,-0.0009091,-0.022787,0.061906,-0.090601,0.030026,0.99351
0.019382,-0.0011228,-0.023668,0.063505,-0.093609,0.031152,0.99309
0.019882,-0.0012482,-0.02452,0.06505,-0.096842,0.032571,0.99264
0.020488,-0.0012788,-0.025288,0.06658,-0.10011,0.033516,0.99218
0.021068,-0.0011839,-0.02595,0.068023,-0.10338,0.034457,0.99171
0.021173,-0.0012665,-0.026572,0.069505,-0.10652,0.035358,0.99125
0.021934,-0.00094746,-0.027169,0.071276,-0.10935,0.036453,0.99077
0.022645,-0.00053596,-0.027606,0.073307,-0.11192,0.037482,0.9903
0.023266,-0.00012569,-0.027972,0.075813,-0.11437,0.03867,0.98979
0.023882,0.00028822,-0.028322,0.078695,-0.11702,0.04004,0.9892
0.024499,0.00070729,-0.028637,0.081973,-0.12016,0.041505,0.98849
0.025123,0.0011155,-0.029014,0.085468,-0.12395,0.043224,0.98766
0.025557,0.001418,-0.029489,0.089092,-0.12823,0.046239,0.98665
0.026161,0.0017722,-0.029973,0.092389,-0.13303,0.047968,0.98563
0.026811,0.0021372,-0.030552,0.095298,-0.13787,0.049677,0.9846
0.027498,0.0026236,-0.031045,0.098165,-0.14224,0.051268,0.98362
0.028015,0.0031081,-0.031336,0.10115,-0.14589,0.052929,0.98269
0.028623,0.0037483,-0.031478,0.10455,-0.14882,0.054581,0.98181
0.0292,0.0044622,-0.031532,0.10829,-0.15131,0.056301,0.98092
0.029857,0.0052529,-0.031615,0.11216,-0.15385,0.058074,0.97999
0.030242,0.0058763,-0.031789,0.11632,-0.1567,0.060025,0.97893
0.030924,0.0065944,-0.031971,0.12047,-0.15995,0.061883,0.97779
0.031706,0.0071652,-0.032266,0.1244,-0.16348,0.063502,0.97661
0.032545,0.0076357,-0.032662,0.12771,-0.16741,0.064696,0.97544
0.033469,0.0080483,-0.033042,0.13057,-0.17139,0.065566,0.97431
0.034472,0.0085743,-0.033513,0.13304,-0.17514,0.066204,0.97326
0.03552,0.0092721,-0.033911,0.13529,-0.1784,0.066668,0.97233
0.036536,0.010085,-0.034266,0.1375,-0.18101,0.067063,0.97151
0.037543,0.011033,-0.034529,0.13982,-0.18314,0.067514,0.97075
0.038545,0.012012,-0.034771,0.1423,-0.18502,0.0682,0.96998
0.039071,0.012769,-0.034974,0.14494,-0.18682,0.069066,0.96919
0.039973,0.013708,-0.035138,0.14784,-0.18871,0.070161,0.9683
0.04086,0.01459,-0.035298,0.15084,-0.19086,0.071083,0.96735
0.041618,0.015404,-0.035452,0.15411,-0.19331,0.072569,0.96624
0.04235,0.016124,-0.035653,0.15754,-0.19627,0.074058,0.96497
0.043096,0.016909,-0.035908,0.16097,-0.19983,0.075487,0.96357
0.043802,0.017652,-0.036169,0.16437,-0.20377,0.076816,0.96206
0.044427,0.018353,-0.036378,0.16801,-0.20773,0.07868,0.96043
0.045172,0.019145,-0.036563,0.17168,-0.21169,0.080113,0.9588
0.045867,0.02,-0.036649,0.17562,-0.21524,0.081696,0.95716
0.046519,0.020942,-0.036612,0.17988,-0.21843,0.083312,0.95551
0.047222,0.021926,-0.036497,0.18451,-0.22138,0.085117,0.95378
0.047774,0.02284,-0.036305,0.18983,-0.22414,0.087613,0.95187
0.048335,0.023642,-0.036048,0.19565,-0.22695,0.090179,0.94978
0.048876,0.024257,-0.0358,0.20193,-0.23016,0.092977,0.94742
0.049262,0.024696,-0.035637,0.20837,-0.2342,0.095849,0.94475
0.049974,0.025239,-0.035616,0.21444,-0.23907,0.098469,0.94189
0.050755,0.026192,-0.03573,0.2201,-0.24455,0.10084,0.93892
0.051704,0.026907,-0.035874,0.22548,-0.25007,0.10281,0.93598
0.052666,0.027644,-0.036051,0.23081,-0.25502,0.10474,0.93313
0.053062,0.028067,-0.036086,0.23633,-0.25923,0.10687,0.93034
0.053965,0.02875,-0.035963,0.24214,-0.26262,0.10913,0.92763
0.054687,0.029315,-0.03572,0.24837,-0.2652,0.11212,0.92488
0.055422,0.029961,-0.035371,0.25462,-0.26752,0.11481,0.92218
0.056236,0.030628,-0.035002,0.26078,-0.26983,0.11742,0.91946
0.056597,0.031106,-0.034696,0.26661,-0.27241,0.11987,0.9167
0.057477,0.032012,-0.034527,0.27186,-0.27561,0.12219,0.91389
0.058353,0.033161,-0.03452,0.27679,-0.27929,0.12479,0.91094
0.0593,0.034312,-0.034618,0.28132,-0.28331,0.12702,0.908
0.060272,0.035458,-0.034716,0.28585,-0.28741,0.12911,0.905
0.060934,0.036436,-0.034728,0.29033,-0.2913,0.13116,0.90203
0.061741,0.037505,-0.034617,0.29485,-0.29479,0.13314,0.89913
0.062324,0.038471,-0.034309,0.29962,-0.29744,0.13563,0.8963
0.063001,0.039535,-0.033831,0.30411,-0.29945,0.1376,0.89382
0.063659,0.040553,-0.033188,0.30833,-0.30074,0.13943,0.89165
0.064299,0.04145,-0.03252,0.31226,-0.30165,0.14105,0.88973
0.064967,0.042317,-0.031755,0.31596,-0.30233,0.14258,0.88794
0.065577,0.043056,-0.031044,0.31941,-0.303,0.14409,0.88623
0.066247,0.043847,-0.030397,0.32245,-0.30415,0.14556,0.88449
0.066947,0.044656,-0.029807,0.32532,-0.30588,0.14697,0.88261
0.067496,0.04539,-0.0293,0.3281,-0.30797,0.14842,0.88061
0.068052,0.046114,-0.028888,0.33083,-0.31019,0.15012,0.87852
0.068623,0.047004,-0.028492,0.3334,-0.31241,0.15155,0.87651
0.069146,0.047708,-0.02804,0.33614,-0.31444,0.153,0.87449
0.06962,0.048351,-0.027543,0.33898,-0.31612,0.15407,0.8726
0.070077,0.04898,-0.026993,0.34166,-0.31748,0.15509,0.87087
0.070593,0.049608,-0.026397,0.34405,-0.31844,0.15597,0.86942
0.07116,0.050222,-0.025877,0.34606,-0.31936,0.15645,0.8682
0.071821,0.050799,-0.025457,0.34784,-0.32018,0.15666,0.86715
0.072501,0.051337,-0.025116,0.34937,-0.32092,0.15672,0.86625
0.073344,0.051883,-0.024685,0.35074,-0.32143,0.15688,0.86548
0.073917,0.052287,-0.024242,0.352,-0.32166,0.1572,0.86482
0.074379,0.052558,-0.023817,0.35319,-0.32168,0.15769,0.86424
0.074885,0.052923,-0.0234,0.35429,-0.3217,0.15835,0.86366
0.075315,0.053287,-0.022969,0.35528,-0.32187,0.15897,0.86308
0.075305,0.053387,-0.022655,0.35627,-0.3222,0.15962,0.86243
0.075677,0.053676,-0.022341,0.35744,-0.32247,0.16021,0.86173
0.076088,0.053871,-0.02202,0.35889,-0.32267,0.16097,0.86091
0.076347,0.053991,-0.021734,0.36059,-0.32289,0.16201,0.85993
0.076697,0.054089,-0.021561,0.36257,-0.3232,0.1631,0.85877
0.076582,0.053841,-0.021467,0.36458,-0.32374,0.16441,0.85746
0.076857,0.053801,-0.021394,0.36675,-0.32422,0.16608,0.85603
0.077146,0.05372,-0.021319,0.36888,-0.3248,0.16761,0.8546
0.077427,0.053624,-0.021291,0.37101,-0.32534,0.16954,0.85309
0.077682,0.05356,-0.021336,0.373,-0.3259,0.17137,0.85164
0.077902,0.053514,-0.021431,0.37478,-0.32659,0.17301,0.85026
0.078148,0.053556,-0.021473,0.37632,-0.32736,0.17446,0.84899
0.078368,0.053645,-0.021531,0.37754,-0.32824,0.17572,0.84785
0.078593,0.053715,-0.021606,0.37876,-0.32918,0.17677,0.84672
0.078761,0.053748,-0.02173,0.38004,-0.3301,0.17777,0.84558
0.079234,0.053905,-0.021813,0.38138,-0.33089,0.17864,0.84448
0.079406,0.053822,-0.02184,0.38272,-0.33159,0.1794,0.84344
0.0796,0.053862,-0.02183,0.3841,-0.33214,0.17998,0.84247
0.07971,0.053737,-0.021792,0.38544,-0.33249,0.18065,0.84158
0.079791,0.053573,-0.021744,0.38657,-0.33279,0.18119,0.84083
0.079809,0.053406,-0.02178,0.38761,-0.33308,0.18176,0.84011
0.079803,0.053208,-0.021827,0.38837,-0.33337,0.18244,0.83949
0.079922,0.053352,-0.021934,0.38884,-0.33388,0.18293,0.83897
0.079876,0.053297,-0.022045,0.38903,-0.33452,0.18324,0.83855
0.079878,0.053351,-0.022191,0.38891,-0.33518,0.18339,0.83832
0.080001,0.053465,-0.022322,0.3887,-0.33558,0.18337,0.83825
0.079905,0.05337,-0.022417,0.38857,-0.33562,0.18341,0.83829
0.079755,0.053224,-0.022484,0.38856,-0.33544,0.18341,0.83837
0.079593,0.053047,-0.022546,0.38855,-0.33534,0.1834,0.83842
0.079486,0.052935,-0.022577,0.38852,-0.33548,0.18327,0.8384
0.079369,0.052789,-0.022653,0.38841,-0.33587,0.18309,0.83833
0.079294,0.052688,-0.022775,0.38816,-0.33637,0.1828,0.83831
0.07914,0.052625,-0.022946,0.38771,-0.33685,0.18255,0.83838
0.078994,0.052557,-0.023081,0.3872,-0.33718,0.18212,0.83858
0.078787,0.052512,-0.023186,0.38646,-0.33735,0.18166,0.83895
0.078441,0.052416,-0.02323,0.38561,-0.33723,0.18109,0.83952
0.078133,0.052353,-0.0232,0.38487,-0.33688,0.18044,0.84014
0.077848,0.052316,-0.023249,0.38419,-0.33635,0.17995,0.84077
0.07741,0.052115,-0.023244,0.38362,-0.33583,0.17945,0.84134
0.076993,0.051892,-0.023222,0.38306,-0.3354,0.17882,0.8419
0.076474,0.051646,-0.023206,0.38243,-0.33514,0.17801,0.84246
0.076123,0.051596,-0.023283,0.38161,-0.33519,0.17692,0.84304
0.076915,0.05215,-0.023606,0.38058,-0.33527,0.17561,0.84375
0.076665,0.052225,-0.023798,0.37932,-0.33531,0.17433,0.84457
0.076456,0.052214,-0.023973,0.37783,-0.33519,0.17299,0.84556
0.07633,0.052308,-0.024119,0.3761,-0.33473,0.17148,0.84682
0.076117,0.052305,-0.024255,0.37431,-0.33378,0.16988,0.84831
0.076083,0.052475,-0.024257,0.37217,-0.33299,0.16692,0.85014
0.075864,0.052392,-0.024267,0.37068,-0.33138,0.1651,0.85178
0.075723,0.052202,-0.024301,0.36923,-0.32988,0.16323,0.85335
0.075573,0.052026,-0.024456,0.3676,-0.32846,0.16119,0.85499
0.075352,0.05182,-0.024609,0.36571,-0.32703,0.15907,0.85674
0.075212,0.051716,-0.024731,0.36326,-0.32561,0.1565,0.8588
0.075009,0.05166,-0.024885,0.36044,-0.32401,0.15404,0.86103
0.074822,0.051645,-0.025049,0.35737,-0.32224,0.15141,0.86344
0.074894,0.051758,-0.02513,0.35442,-0.32015,0.14883,0.86587
0.074593,0.051727,-0.025097,0.35187,-0.3177,0.14635,0.86824
0.074215,0.051595,-0.025081,0.34959,-0.31523,0.14356,0.87052
0.073759,0.051233,-0.024985,0.34786,-0.3125,0.14144,0.87254
